ID	WCFS1.glc.1	WCFS1.glc.2	WCFS1.rib.1	WCFS1.rib.2	NC8.glc.1	NC8.glc.2	NC8.rib.1	NC8.rib.2
lp_2215	2251	2815	1720	1716	1750	2167	1760	1803
lp_2216	575	631	450	358	629	508	419	340
lp_2217	2931	3620	3508	3586	2347	2483	3770	3165
lp_2218	1108	1419	1320	1554	975	1454	1568	1796
lp_2219	2555	3374	8302	9283	2589	3659	11711	10861
lp_2220	2735	3151	6553	6430	2696	3591	8396	7656
lp_2221	4075	5043	3846	4003	3752	4893	4981	4910
lp_2222	2463	2720	2447	2466	2256	2437	3126	2972
lp_2223	1370	1438	1088	1284	1101	1231	1303	1461
lp_2225	5956	6257	6422	6431	5587	5678	7987	7111
lp_2226	680	808	699	873	585	834	1234	1191
lp_2227	9139	9348	9739	8240	10360	8782	10438	9425
lp_2228	7032	7310	9293	11340	7207	7661	9042	9068
lp_2229	1980	2329	2139	2571	1824	2499	2853	3073
lp_2230	3048	3524	3334	3726	3021	3234	4116	4159
lp_2231a	249	184	244	264	195	152	288	265
lp_2231b	524	423	536	460	476	342	501	535
lp_2231c	5777	6220	5299	5752	4707	4910	6094	6120
lp_2232	3514	4189	2437	2341	3789	5453	3130	3051
lp_2234	2036	1824	1255	1235	1525	1573	1254	1374
lp_2235	3640	3429	2170	2778	2952	3934	2420	3316
lp_2236	1961	1807	1286	1729	1739	2244	1623	2078
lp_2237	3122	3162	2373	3020	2560	3123	2954	3375
lp_2238	885	860	609	779	632	786	773	776
lp_2240	3464	3517	1155	1192	2671	3599	812	1051
lp_2242	4490	4044	2144	2701	4358	4261	3663	4223
lp_2243	2362	2055	1404	2107	2081	2230	2129	2938
lp_2244	40	21	11	13	13	16	4	16
lp_2246	20	15	13	13	6	15	6	12
lp_2247	17	24	15	17	15	18	8	15
lp_2248	48	56	6	29	41	50	34	39
lp_2249	56	43	31	28	41	43	22	29
lp_2251	3536	3558	2948	3591	3365	3352	3664	3822
lp_2253	15007	16580	15180	12134	16762	15028	17177	15048
lp_2254	168	189	191	191	177	176	251	248
lp_2255	678	778	760	935	687	854	1060	1147
lp_2256	11858	12044	7565	7960	11748	12385	8069	8169
lp_2258	5993	7863	7684	9186	5386	7389	10106	9534
lp_2259	911	781	632	693	727	811	581	808
lp_2260	3204	2908	3247	4160	3122	3588	4140	5085
lp_2261	1806	1679	1953	2348	1948	1936	2122	2449
lp_2262	804	969	750	824	946	1068	1112	1107
lp_2263	12777	12596	11060	12354	14903	17701	18032	19690
lp_2264	7491	7243	6463	7637	9622	10330	10640	11717
lp_2265	1193	1020	892	1068	1455	1231	1046	1107
lp_2266	746	616	481	686	651	657	506	831
lp_2267	512	488	376	454	616	599	508	775
lp_2268	515	548	373	461	608	696	522	783
lp_2269	1614	1957	1472	1263	1814	2137	1392	1417
lp_2270	4954	6002	4836	3623	4438	4112	4229	3502
lp_2271	7374	7408	5550	6206	5536	6714	6223	6621
lp_2272	1048	1028	798	908	1091	1242	1178	1226
lp_2273	2226	1679	1438	1751	1875	1349	1482	1694
lp_2274	4066	3525	2281	3649	2850	2968	2589	3727
lp_2275	1891	1765	1041	1556	1331	1254	1080	1549
lp_2277	18668	21513	16266	18771	16388	20852	19883	20152
lp_2278	5469	5489	4740	4880	4956	5988	4561	5157
lp_2279	3424	3403	3204	3122	3454	3684	3321	3245
lp_2280	365	334	198	368	435	592	347	455
lp_2281	3698	3901	3376	2954	4248	3744	4835	4195
lp_2282	3312	2912	2469	2554	3435	3012	2904	3296
lp_2285	3663	3596	2825	3059	3496	3217	3606	3373
lp_2286	3136	2718	2008	2372	2903	3197	2283	2599
lp_2287	1494	1430	943	1393	1220	1652	994	1218
lp_2289	2770	3322	1651	1686	2551	3480	2091	1920
lp_2292	218	180	160	186	159	204	220	241
lp_2297	4118	4125	3865	3913	3568	4021	3951	4175
lp_2298	5072	5090	4708	5574	4189	4918	4605	5507
lp_2299	1647	1498	1326	1740	1434	1713	1451	1959
lp_2300	19779	23217	18467	16033	20424	21335	18614	17800
lp_2301	11392	12711	10066	11497	11885	14044	16012	16772
lp_2302	3474	3528	3293	4156	5006	5933	6713	7696
lp_2303	4787	5067	3602	2838	5907	5453	3565	3444
lp_2304	8550	9468	6342	5263	11990	11829	8640	8586
lp_2305	4588	4644	3712	3846	5305	5934	5096	5384
lp_2306	3009	2905	2389	2782	3364	3773	3714	3656
lp_2308	1104	1387	1389	1230	1123	1306	1236	1177
lp_2312	2145	2296	1315	1414	2452	2545	1458	1467
lp_2313	932	886	569	574	1214	1105	672	709
lp_2314	593	624	416	383	801	888	476	558
lp_2315	11885	12786	7761	7266	10837	11784	6459	6957
lp_2316	9227	9626	5817	5498	7656	9233	4496	5539
lp_2317	3943	3429	2672	2125	4679	3319	1990	2143
lp_2318	6608	5837	4244	3606	6405	5579	3459	3692
lp_2319	18487	16906	11121	11484	18166	18187	10531	12276
lp_2320	809	757	394	424	707	771	313	400
lp_2321	1225	1037	614	731	1263	1519	669	915
lp_2322	14954	14495	11735	14489	22768	26082	29190	27571
lp_2323	1936	2279	2440	3069	1979	2018	3922	4093
lp_2325	4242	4508	3144	3460	5239	5940	5298	5275
lp_2326	2373	2161	1717	1874	3076	2926	2676	2935
lp_2328	6911	8380	6970	7906	6664	7307	9267	10059
lp_2330	746	880	996	1166	852	1050	1497	1268
lp_2331	25461	25449	21170	13528	28469	20473	18510	13349
lp_2333	1149	1262	811	782	1556	1670	1169	1041
lp_2334	788	638	506	619	356	354	414	451
lp_2335	424	301	231	263	161	202	183	228
lp_2336	1876	1887	1307	1737	1932	2439	1906	2314
lp_2337	1488	1744	1554	1845	1254	1748	2190	1954
lp_2339	718	693	885	817	743	641	848	722
lp_2340	4380	4607	6885	8579	4099	4082	8591	9608
lp_2341	3941	3485	1224	1272	3077	4200	1097	1319
lp_2344	1589	1463	1133	1101	1783	1836	1161	1220
lp_2345	18425	21436	15197	16023	19492	20240	20091	17727
lp_2346	6755	6317	5668	7033	5023	6365	4064	5766
lp_2347	5292	4848	4510	5608	3731	4176	2911	4096
lp_2349	10151	10878	14490	17278	8262	9662	14124	15527
lp_2350	5782	5855	3900	4232	7778	7186	5137	5666
lp_2351	2528	2295	1602	1864	2870	3231	1986	2565
lp_2352	2118	1864	1438	1549	2911	2424	1744	1972
lp_2353	2019	1621	1573	1187	2432	1478	1308	1255
lp_2354	4279	3267	2731	2596	4546	3694	2625	3176
lp_2357	1234	1232	817	903	1222	1372	875	1018
lp_2358	2816	2777	1964	2079	2932	3390	2047	2448
lp_2359	7660	6969	5765	5983	9138	8679	6900	7432
lp_2360	707	654	626	656	635	579	737	693
lp_2361	3815	3807	3569	4411	3686	4060	4142	5124
lp_2363	16908	18759	12818	11750	16904	16749	14371	11781
lp_2364	80803	87623	58987	56450	78369	83364	63399	57167
lp_2365	54965	54731	39256	38842	53445	52958	38958	36093
lp_2366	71227	76051	49928	52135	68537	74679	56079	54078
lp_2367	25812	23283	18813	15865	26868	20811	17312	15599
lp_2368	23805	24812	16451	16404	22556	23507	17548	17320
lp_2369	5910	4649	4363	3177	7996	3717	3254	2889
lp_2370	30793	28999	22071	19159	36424	25722	20536	19172
lp_2371	565	593	7919	12353	652	690	19051	17206
lp_2374	7714	6168	4986	6630	7827	8448	6400	9012
lp_2375	6164	5135	3885	5538	5116	5347	4384	6561
lp_2376	2089	1847	1409	1775	2025	2270	1504	1776
lp_2377	1520	1607	1353	1380	1681	1872	1461	1644
lp_2378	6102	5993	4528	5218	5313	6234	5711	6533
lp_2379	1811	1668	1223	1372	1505	1525	1523	1531
lp_2380	7824	9534	7857	8837	6581	9539	8026	7716
lp_2382	3469	4359	3499	3779	3134	4373	3645	3664
lp_2384	3399	3989	13107	14810	3531	4377	18263	19145
lp_2385	586	576	542	455	683	727	711	617
lp_2388	70	58	38	66	100	82	64	88
lp_2390	464	531	885	990	364	434	980	914
lp_2391	1858	2288	1891	2046	1657	1544	2277	1779
lp_2393	1009	805	461	557	948	1021	569	521
lp_2394	1222	1095	736	711	1204	1222	712	715
lp_2395	781	671	444	458	657	816	419	490
lp_2396	164	110	35	53	46	52	18	38
lp_2397	1690	1874	1884	2109	1875	2689	2907	2726
lp_2425	11	18	11	9	44	56	37	57
lp_2457	47	69	44	44	79	52	57	81
lp_2482	3190	3896	3847	4147	2857	3056	3793	3668
lp_2483	1812	2419	2231	2415	1525	1893	2489	2349
lp_2484	17	25	14	10	37	33	32	18
lp_2485	74	80	47	56	152	169	83	92
lp_2486	270	312	194	251	567	732	275	206
lp_2488	7	7	13	12	64	61	18	26
lp_2488a	8	2	4	0	67	28	4	7
lp_2488h	0	0	0	0	3	0	0	2
lp_2499	24	27	13	26	33	24	19	40
lp_2502	47242	56395	42992	43924	57769	56783	67683	59556
lp_2503	3950	4008	1644	1184	3708	3400	991	1098
lp_2504	3788	3882	2771	2956	3449	3366	3243	3151
lp_2505	2617	2855	2094	2312	2604	2892	2787	3152
lp_2506	1695	1903	1412	1808	1654	2185	1844	2192
lp_2507	2814	3109	2839	3822	2740	3362	4480	5330
lp_2508	681	654	609	803	598	601	789	912
lp_2509	2683	3112	684	589	1472	1888	415	427
lp_2512	196	163	197	208	248	217	222	267
lp_2513	107	87	50	89	177	189	124	142
lp_2514	139	100	42	62	182	172	66	105
lp_2515	861	941	1136	1267	435	501	789	689
lp_2516	1583	1332	1463	912	1656	833	729	532
lp_2519	1007	1024	808	860	1231	1342	1103	1262
lp_2520	648	721	590	591	568	542	519	522
lp_2521	329	407	443	572	247	334	461	421
lp_2522	9	11	6	4	9	8	8	3
lp_2523	4	6	4	3	13	11	12	5
lp_2524	1348	1480	1405	1248	657	675	683	644
lp_2525	4713	4748	1790	2133	3866	4582	2149	2531
lp_2526	3855	4161	2430	2232	3300	3415	2493	2310
lp_2529	85	72	34	47	54	82	54	79
lp_2532	781	832	608	659	797	1016	657	741
lp_2534	1715	1438	1072	1468	1923	2006	1804	2189
lp_2535	51	62	34	60	35	45	54	35
lp_2536	51	73	46	66	18	50	25	50
lp_2537	7	14	16	27	4	6	8	12
lp_2541	758	762	605	567	537	534	389	432
lp_2542	810	754	494	437	443	453	334	325
lp_2543	1259	1436	727	687	804	948	520	524
lp_2544	4946	6996	34111	35896	5050	6616	48568	44678
lp_2548	441	380	234	400	324	367	270	381
lp_2550	57	40	46	94	64	52	42	47
lp_2551	23	22	32	33	10	32	32	32
lp_2552	7	2	9	9	1	14	15	11
lp_2553	7	15	0	7	6	0	0	6
lp_2554	7	18	5	15	7	6	6	18
lp_2556	5	4	6	12	1	5	4	13
lp_2557	2	4	8	8	2	5	3	14
lp_2558	2	8	11	11	9	5	4	9
lp_2559	10	12	8	6	14	7	6	4
lp_2560	6	4	2	4	1	6	0	0
lp_2561	2	11	8	10	8	4	4	4
lp_2563	186	224	277	372	135	130	300	229
lp_2564	449	442	444	385	102	116	130	115
lp_2565	2998	3552	2513	2426	2833	3622	3208	3184
lp_2566	1639	1950	1284	1285	1454	1982	1922	1820
lp_2572	70	104	282	324	84	116	448	415
lp_2573	581	617	282	279	288	418	104	154
lp_2574	984	865	411	464	499	500	190	247
lp_2575	246	304	271	304	248	412	307	352
lp_2578	290	343	152	248	610	742	325	364
lp_2579	308	270	152	212	257	360	174	245
lp_2582	1280	1428	1432	1529	1307	1501	1862	1740
lp_2585	1134	998	1026	1283	1327	1470	1630	1882
lp_2586	45	92	85	114	96	130	113	137
lp_2589	1141	1510	1548	1770	1163	1235	1876	1746
lp_2590	781	1023	1084	1266	748	931	1270	1279
lp_2591	5442	6717	11804	15189	3910	6030	11637	12444
lp_2593	1415	1692	1559	1638	1089	1543	1481	1610
lp_2601	488	574	807	785	202	180	656	722
lp_2602	684	892	994	1238	304	400	1097	1157
lp_2603	737	895	682	750	672	901	1031	1056
lp_2604	270	240	260	282	398	359	294	365
lp_2606	236	233	263	251	342	424	279	350
lp_2608	1016	1315	1182	1107	985	1205	1295	1170
lp_2612	2568	3426	3692	4428	2011	2513	5076	4471
lp_2613	559	596	466	451	868	796	452	470
lp_2614	810	900	599	730	1478	1478	725	775
lp_2615	485	473	346	445	722	716	405	441
lp_2616	193	208	391	367	175	240	670	683
lp_2620	184	210	154	187	233	283	280	269
lp_2621	1542	2062	2212	2435	1245	2146	2637	2666
lp_2622	713	940	1019	956	651	815	1203	1011
lp_2623	1690	2128	2167	2586	1405	2208	2920	2681
lp_2624	31	21	24	42	16	15	49	50
lp_2625	41	24	22	44	22	10	21	29
lp_2629	21821	24409	43114	45356	547	575	9543	7471
lp_2630	2	3	6	6	0	0	4	2
lp_2631	9878	11638	7447	7380	7135	8223	4958	5038
lp_2633	180	203	193	173	196	178	304	254
lp_2634	105	128	130	155	84	166	145	179
lp_2635	254	278	354	350	260	196	380	457
lp_2636	3706	4456	2993	3660	3727	4477	3918	4045
lp_2638	74	86	24	9	68	30	12	8
lp_2641	696	645	724	672	578	479	713	868
lp_2642	1447	1472	1435	2034	1234	1525	1790	2492
lp_2643	1414	1321	2037	2226	1428	1356	2276	2760
lp_2645	45528	53117	41754	45389	21400	26969	26893	27472
lp_2652	4614	5394	5071	4893	3784	3336	5392	4103
lp_2653	1455	1884	1167	1470	1204	1771	2041	1536
lp_2654	721	946	549	583	827	1090	1140	966
lp_2658	3308	4061	2466	2990	1465	2059	1224	1313
lp_2660	1941	1946	3691	4144	1705	1877	4123	4335
lp_2661	1435	1495	2862	3520	1348	1438	2791	3393
lp_2662	574	752	768	812	454	573	737	787
lp_2663	1129	1446	1499	1530	817	1287	1380	1385
lp_2664	5654	4942	3095	4703	4702	5207	4326	4940
lp_2665	5470	4132	2706	4094	5342	5551	3918	5648
lp_2666	1831	1964	2176	2641	1750	1887	2164	2087
lp_2667	1694	1976	1576	1421	3410	3671	3619	3153
lp_2668	2109	2302	3463	3945	1479	1802	3304	3803
lp_2669	2689	3087	4384	4583	2219	2307	3894	4177
lp_2671	8924	9926	8097	7272	9803	10503	8191	7913
lp_2673	3895	4597	4118	3881	3520	3274	4950	3985
lp_2674	276	244	203	265	285	245	192	286
lp_2675	931	972	740	799	998	1028	1017	958
lp_2676	113	120	120	184	130	179	185	246
lp_2677	200	263	300	401	226	332	457	459
lp_2680	1281	1589	1435	1470	1337	1709	1578	1471
lp_2681	9933	12740	11197	10919	10524	11779	14145	12183
lp_2683	727	823	715	834	455	554	629	679
lp_2684	230	270	942	1164	173	334	16864	17854
lp_2685	291	281	880	1197	224	415	19049	21119
lp_2688	42	40	24	19	86	105	34	79
lp_2689	250	409	274	230	236	401	193	206
lp_2690	1250	1572	1368	1268	1052	1095	1704	1461
lp_2691	522	656	496	597	470	658	648	672
lp_2693	4562	4753	3651	4253	3292	3945	3638	4762
lp_2694	2204	2251	1948	2520	1774	2107	2572	3454
lp_2696	248	280	601	1355	205	229	3336	5031
lp_2697	259	327	3430	10512	284	482	41765	52383
lp_2698	327	427	5173	16998	437	647	55278	68588
lp_2699	222	319	4983	15131	393	539	47654	56857
lp_2701	313	251	19952	41688	459	707	58976	74923
lp_2702	213	253	20303	37625	375	508	58316	60541
lp_2703	63	125	13502	24586	233	352	35043	33480
lp_2704	863	853	6760	8636	1264	1310	12522	10382
lp_2708	90	98	239	322	57	110	125	123
lp_2710	2295	1856	772	515	3059	2840	350	625
lp_2712	3829	4328	3013	2502	4365	4596	3043	2647
lp_2713	1209	1284	1364	1394	1345	1380	1773	1636
lp_2714	500	677	496	349	881	1037	741	814
lp_2715	444	484	428	305	763	998	576	708
lp_2718	228	247	103	92	256	336	136	266
lp_2719	674	750	490	518	718	929	576	458
lp_2720	825	984	614	592	843	1200	511	588
lp_2721	414	499	253	348	383	578	218	232
lp_2722	421	442	276	331	468	610	281	312
lp_2723	616	691	387	499	729	966	409	538
lp_2724	610	606	378	405	650	992	465	532
lp_2725	227	181	124	174	231	257	100	194
lp_2726	85	84	36	64	100	108	59	57
lp_2727	262	251	171	174	276	323	149	238
lp_2728	387	442	250	253	404	652	285	379
lp_2729	148	179	89	70	163	177	84	116
lp_2732	1195	1122	3421	4357	943	1208	2899	3320
lp_2733	927	918	1892	2839	655	889	1414	1969
lp_2734	1116	1044	940	1221	989	1172	938	1101
lp_2735	606	592	569	626	561	619	621	702
lp_2736	2631	3434	3294	4205	2227	3586	3376	3522
lp_2737	3635	4928	4424	4929	2733	4384	4269	4652
lp_2738	4337	4859	3672	4020	3576	4485	4824	4865
lp_2739	1514	1505	304	390	1311	1946	1099	1202
lp_2740	1585	1447	660	649	2360	3077	1996	2087
lp_2741	642	787	510	473	631	1049	610	581
lp_2742	972	965	788	595	878	967	750	639
lp_2743	3105	3334	2269	2315	2967	3958	2763	2755
lp_2744	1985	2007	1376	1231	1919	2332	1543	1476
lp_2745	1006	921	1072	1770	946	903	1363	2432
lp_2747	334	336	380	290	612	268	504	349
lp_2748	42	44	56	47	39	32	50	28
lp_2749	83	107	122	157	12	26	8	14
lp_2751	877	988	719	754	891	922	601	560
lp_2753	14844	16532	13264	14655	16240	18346	13668	13879
lp_2754	2071	2274	1710	1820	1985	2124	2731	2508
lp_2755	3308	3798	5852	4716	3362	2567	5223	4413
lp_2757	158	191	2531	2807	313	365	4181	4598
lp_2758	3354	3522	3879	4689	2565	3987	5069	5043
lp_2759	2596	3081	3013	3659	2251	3523	5109	5048
lp_2760	883	1058	1055	1201	936	1421	1702	1686
lp_2761	1705	1864	2214	2461	1392	1712	2671	3001
lp_2762	1966	2010	2306	2834	1473	1913	3063	3483
lp_2763	921	1007	1285	1498	886	1066	1771	1930
lp_2764	1664	1961	2092	3199	1551	2391	3018	3943
lp_2765	731	681	843	1128	634	591	1067	1224
lp_2766	715	987	2820	3043	759	940	3454	3125
lp_2767	693	1012	2850	2997	681	979	3688	3479
lp_2770	859	930	560	649	771	915	591	686
lp_2772	527	502	469	496	610	675	708	717
lp_2773	276	304	354	424	214	232	300	317
lp_2774	120	101	114	200	54	59	106	104
lp_2776	1693	1954	571	649	2842	4174	495	554
lp_2780	385	566	5389	6186	458	555	6591	6915
lp_2781	637	817	6606	7800	832	1018	7801	8483
lp_2782	84	91	605	338	112	70	367	270
lp_2783	4102	5002	3640	3503	3358	4577	4019	3520
lp_2785	610	721	536	594	571	869	769	890
lp_2786	2365	2608	1534	1415	1631	1951	1019	957
lp_2787	159	192	1242	1290	127	147	1195	1168
lp_2788	2	12	21	40	6	8	18	17
lp_2789	960	1157	776	930	879	1190	1272	1105
lp_2790	1303	1596	1923	2270	1414	1633	2689	2572
lp_2792	118	127	78	64	127	95	46	95
lp_2793	13930	15942	12901	15114	11327	15004	14928	14749
lp_2794	879	979	898	787	804	731	1036	757
lp_2795	667	539	537	778	124	160	75	92
lp_2797	156	115	106	220	127	180	125	253
lp_2798	274	246	321	542	260	243	350	504
lp_2799	2447	2735	6987	7281	3275	3838	9783	9393
lp_2800	524	570	1156	1143	521	773	1546	1396
lp_2802	110	128	104	112	176	181	210	250
lp_2803	81	84	54	106	92	99	143	151
lp_2804	234	340	434	565	127	179	283	232
lp_2806	91	38	30	41	62	40	46	71
lp_2807	3301	2425	1891	3125	2750	2867	2546	3556
lp_2809	743	549	400	709	710	946	945	1584
lp_2810	419	294	217	404	443	458	468	740
lp_2812	1958	2150	1160	1074	1931	2039	1497	1306
lp_2813	125	139	783	781	105	149	697	850
lp_2816	141	134	68	83	114	128	98	91
lp_2817	268	164	98	95	178	224	84	113
lp_2818	1195	1306	1210	1140	1880	1831	1301	1519
lp_2820	1067	1041	1236	1379	1364	1500	2241	2564
lp_2822	325	421	316	267	321	389	177	151
lp_2823	320	400	275	236	318	566	169	198
lp_2824	3383	3971	3197	3536	5141	5374	6657	6145
lp_2825	4147	5168	4191	4877	7006	8149	9469	9576
lp_2826	3250	3998	2496	2936	2204	3278	2730	2658
lp_2827	1201	1293	805	980	1233	1449	971	1023
lp_2829	1313	1608	3244	2828	1212	1529	3288	3151
lp_2830	3104	3651	633	592	2087	2733	433	412
lp_2833	153	142	200	211	205	181	204	228
lp_2835	149	162	188	250	187	147	258	266
lp_2836	404	470	298	275	396	502	330	338
lp_2839	225	303	197	154	210	295	170	221
lp_2840	32	32	26	34	33	34	21	32
lp_2841	154	190	123	209	147	193	193	254
lp_2842	188	195	188	170	146	273	156	211
lp_2843	2866	3327	2402	2448	1614	1880	1191	1103
lp_2844	1383	1337	959	1153	955	1126	533	576
lp_2848	414	521	467	488	265	544	299	474
lp_2849	1558	1817	1509	1584	1312	1663	1501	1600
lp_2850	2774	2923	2321	2499	2085	2880	2621	2593
lp_2851	22	28	45	20	23	32	57	63
lp_2852	14	14	25	18	17	9	21	36
lp_2853	4	0	6	4	2	5	7	5
lp_2854	207	226	249	309	172	215	341	287
lp_2855	85	100	173	215	147	276	310	308
lp_2856	447	384	1008	1161	536	736	1586	1728
lp_2857	84	77	222	305	176	203	497	501
lp_2860	1106	1200	1105	1268	809	826	1299	1241
lp_2861	271	265	125	125	195	236	78	139
lp_2862	1421	1237	962	1140	1339	1485	965	1069
lp_2864	2089	2045	1267	1261	1974	1952	1102	1423
lp_2865	2590	2686	1533	1805	2336	3086	1482	2174
lp_2866	1561	1460	993	1050	1364	1192	780	788
lp_2867	1929	1647	1227	1191	1782	2025	1142	1357
lp_2868	1715	1643	962	1012	1604	1748	991	1026
lp_2870	276	249	284	349	310	336	346	403
lp_2871	313	220	356	419	353	346	448	518
lp_2872	187	165	153	209	84	65	69	102
lp_2873	456	467	366	480	158	254	205	292
lp_2874	284	264	314	346	145	150	142	167
lp_2877	1309	1475	1379	1394	1158	1171	1376	1490
lp_2878	2151	2497	1723	1950	2013	2355	2177	2552
lp_2879	735	1069	666	743	495	775	688	618
lp_2885	196	160	71	36	74	17	19	15
lp_2887	1073	1157	1486	1532	816	777	1056	1183
lp_2889	137	150	141	136	203	204	320	384
lp_2890	87	90	78	135	188	207	275	357
lp_2893	485	518	396	456	445	533	301	351
lp_2894	405	394	318	393	341	472	409	445
lp_2897	688	823	692	667	770	873	697	696
lp_2901	920	873	873	919	1058	1056	931	1221
lp_2903	511	461	303	341	377	428	254	324
lp_2906	936	837	552	814	1247	1262	873	1302
lp_2907	197	171	132	197	168	183	172	276
lp_2909	639	718	615	498	573	717	665	655
lp_2911	1694	1538	938	1113	782	920	687	779
lp_2912	7700	7810	3791	4149	6888	7659	4081	4578
lp_2913	2015	1915	3062	3898	1373	1675	2990	3880
lp_2914	1905	1566	1530	2424	1167	1439	1312	2453
lp_2915	644	913	964	1178	552	941	1345	1429
lp_2917	56	66	20	36	17	12	14	18
lp_2918	921	1072	838	1045	773	1343	875	1000
lp_2921	222	209	255	222	184	163	233	263
lp_2922	330	389	426	503	258	344	476	519
lp_2923	346	473	318	450	68	98	103	101
lp_2924	280	232	104	181	158	174	140	151
lp_2925	422	343	306	603	371	477	486	784
lp_2926	317	360	323	338	165	208	329	315
lp_2927	81	96	78	93	74	78	57	75
lp_2930	185	141	258	291	294	247	344	285
lp_2931	894	856	903	1194	1310	1645	2497	3386
lp_2932	2595	2225	2532	3508	3375	4443	7953	9708
lp_2934	1970	2446	1095	1352	2155	2910	1502	1447
lp_2935	1272	1487	1118	1173	1266	1783	1105	1138
lp_2936	1981	2473	1972	1999	1974	2566	2275	2081
lp_2937	2639	2844	1682	1694	2359	2868	1926	1637
lp_2940	461	573	221	329	686	961	530	535
lp_2942	774	1226	949	1118	704	1414	1427	1310
lp_2943	96	135	185	167	96	64	130	131
lp_2945	368	449	605	672	344	415	726	690
lp_2948	113	149	152	230	49	86	499	547
lp_2949	66	82	98	110	64	59	284	221
lp_2952	333	322	265	250	308	266	281	285
lp_2953	128	100	108	163	112	164	216	198
lp_2954	85	98	53	39	46	76	21	32
lp_2956	367	464	596	804	538	670	1294	1388
lp_2959	174	136	84	167	92	114	106	148
lp_2960	3242	3321	2452	2747	3206	3416	3546	3153
lp_2961	78	95	111	147	70	92	154	147
lp_2963	450	564	557	506	173	341	351	322
lp_2964	105	97	102	114	104	70	42	44
lp_2965	156	138	55	108	62	87	74	97
lp_2966	752	924	922	968	562	643	634	735
lp_2967	286	298	304	288	240	217	175	265
lp_2968	239	299	581	555	397	365	846	818
lp_2972	107	101	49	50	80	114	59	72
lp_2973	83	86	43	49	68	87	54	57
lp_2974	29	27	4	8	14	13	14	6
lp_2975	212	222	99	150	240	291	150	176
lp_2976	12	14	1	6	35	32	8	17
lp_2977	32	19	7	13	35	51	12	26
lp_2979	37	26	16	19	14	11	6	14
lp_2981	27	23	19	21	8	10	14	21
lp_2982	28	30	23	31	6	21	11	18
lp_2983	21	24	10	20	6	17	12	9
lp_2984	5	6	2	3	4	4	2	6
lp_2985	16	5	0	18	2	15	1	0
lp_2987	2497	3080	3585	2749	2971	2158	3222	2465
lp_2988	1686	1558	671	495	1947	2037	628	746
lp_2989	253	234	222	209	270	237	184	249
lp_2991	141	146	79	97	215	225	221	281
lp_2995	402	291	230	278	265	215	166	249
lp_2996	267	202	120	228	284	229	142	246
lp_2998	378	326	141	298	203	198	106	222
lp_3001	213	278	154	159	139	188	91	91
lp_3002	291	370	268	319	318	299	421	411
lp_3003	717	834	703	1042	608	841	1023	1135
lp_3004	29	21	28	37	102	121	171	156
lp_3006	1603	2121	2836	3773	2193	3690	4739	5191
lp_3008	48	40	27	25	68	85	701	724
lp_3009	16	10	191	183	15	12	191	239
lp_3010	8	10	328	243	30	16	506	514
lp_3011	22	28	206	238	26	34	505	602
lp_3012	48	67	66	65	87	62	83	54
lp_3013	299	311	375	280	308	253	356	330
lp_3014	715	568	636	642	1391	1448	1327	1641
lp_3015	4049	4194	931	1094	3254	5328	1714	1953
lp_3016	132	118	87	80	40	71	77	63
lp_3017	109	109	120	112	183	291	296	219
lp_3018	108	123	93	128	53	101	108	57
lp_3019	164	204	198	115	264	301	235	198
lp_3020	49	39	35	17	13	19	25	12
lp_3021	372	413	250	262	287	356	339	341
lp_3022	145	121	104	115	305	383	235	282
lp_3023	359	415	302	328	1099	1365	1042	996
lp_3038	1894	1845	1528	1705	1964	2353	1808	2100
lp_3040	3184	3240	3122	3763	3301	3977	3792	4399
lp_3042	1370	1445	1729	1805	1392	1544	1820	1866
lp_3044	1813	2307	2655	2835	1415	1943	2663	2414
lp_3045	1923	2617	3076	3418	2291	3028	3510	3308
lp_3047	123	108	140	184	84	92	186	253
lp_3048	83	60	97	150	44	78	258	230
lp_3049	4247	4693	6988	7330	6255	6850	13013	13791
lp_3050	16	28	10	16	20	24	22	30
lp_3055	70	66	275	299	91	149	370	397
lp_3057	11	13	38	46	14	17	42	64
lp_3058	13	5	21	38	14	8	20	23
lp_3059	4393	4452	3768	4134	5151	6574	3861	4066
lp_3060	744	797	807	757	953	839	742	653
lp_3062	599	586	556	540	537	598	482	560
lp_3063	763	644	572	513	699	510	438	404
lp_3064	60	34	35	26	28	38	28	54
lp_3065	12	2	5	9	6	6	0	9
lp_3066	22	18	10	29	5	18	10	9
lp_3067	23	2	11	8	5	21	8	6
lp_3069	470	490	408	377	517	516	586	585
lp_3070	270	284	213	242	219	222	271	252
lp_3071	277	256	308	296	245	259	352	315
lp_3072	159	146	25	46	188	214	81	62
lp_3073	70	104	14	19	122	154	58	71
lp_3074	12	6	3	5	37	37	18	10
lp_3075	378	379	126	138	438	569	204	207
lp_3077	2545	2537	2429	2750	3693	4765	1770	2230
lp_3078	102	105	826	926	58	72	500	581
lp_3081	364	299	165	219	78	74	46	73
lp_3082	174	172	129	94	72	89	56	42
lp_3084	337	340	290	364	769	832	1014	1117
lp_3087	301	233	185	180	219	196	124	118
lp_3088	404	360	257	317	259	313	164	190
lp_3090	836	803	731	835	549	650	537	713
lp_3091	298	296	509	471	95	90	248	235
lp_3092	1062	1213	4378	4885	1054	1466	5752	5750
lp_3093	344	382	307	342	320	395	504	414
